Date,Close,High,Low,Open,Volume
2024-07-01,507.2997741699219,520.8277681477864,502.9514903913225,512.1312005905878,1277404
2024-07-02,516.9625854492188,517.4457280524423,506.8165907815238,508.26601859119455,952717
2024-07-03,511.64801025390625,521.7940047915191,498.6031601341183,520.3445770004316,1561497
2024-07-04,517.4457397460938,521.3108806592298,510.1986005339636,515.9963119036677,1602004
2024-07-05,517.9288940429688,524.2097481684898,514.063753042648,520.8277497932093,922050
2024-07-08,536.288330078125,541.1197564752252,519.8614803279843,521.3109082471143,1993729
2024-07-09,536.288330078125,539.6703285560951,530.4906184016047,536.7714727178351,893565
2024-07-10,535.3220825195312,540.1535092570722,530.0075131082363,537.2546532145476,627053
2024-07-11,530.0074462890625,556.5802899954421,524.6928775477866,550.7825786413229,3092123
2024-07-12,542.0859985351562,543.5354263387262,524.692864892317,532.4231465113567,2260624
2024-07-16,547.8837890625,557.546642485119,542.5692196800595,542.5692196800595,1553463
2024-07-17,554.6477661132812,556.0971940735076,546.4343410053319,547.8837689655584,1412261
2024-07-18,551.7488403320312,562.3779773611947,548.849984778623,556.5802662543782,1404435
2024-07-19,555.614013671875,561.4117251188859,550.2994448454483,551.748872707201,1110144
2024-07-22,556.580322265625,564.3106045193142,550.782610575358,558.0297501881917,1292943
2024-07-23,548.8500366210938,559.9623172921195,548.8500366210938,556.5803188270247,782418
2024-07-24,550.7825317382812,560.4453831722861,548.8499614514802,558.9959554571855,1459888
2024-07-25,561.8948974609375,562.3780401070776,547.8837607228746,550.7826165997152,1463384
2024-07-26,542.5691528320312,564.3105703542409,539.1871545507986,563.3442851310315,1481947
2024-07-29,527.5917358398438,538.7040159903166,523.2434523027022,538.7040159903166,1352570
2024-07-30,515.9962768554688,530.9736968765544,511.64799362354063,527.591698807277,1433853
2024-07-31,509.7154541015625,516.9625932594046,505.85031321738,515.0300228173134,1556849
2024-08-01,526.6254272460938,530.9737105903275,517.4457179638224,518.4120031514299,1201011
2024-08-02,524.69287109375,527.1085841282517,515.5131615626439,521.3108728454478,734551
2024-08-05,509.7154541015625,516.9625932594046,476.62018528075015,478.31118441757997,1404219
