Date,Close,High,Low,Open,Volume
2024-07-01,236.0,252.5,233.1999969482422,249.0,64555
2024-07-02,253.0,253.5,233.6999969482422,234.89999389648438,97338
2024-07-03,249.8000030517578,253.0,241.3000030517578,252.75,74965
2024-07-04,248.5,251.75,247.0,247.6999969482422,54522
2024-07-05,248.6999969482422,252.25,244.3000030517578,248.5,46026
2024-07-08,246.0,255.5,246.0,247.3000030517578,71132
2024-07-09,247.8000030517578,251.25,243.8000030517578,247.60000610351562,56779
2024-07-10,240.1999969482422,249.39999389648438,240.1999969482422,247.0,41562
2024-07-11,254.75,260.25,241.89999389648438,242.60000610351562,165942
2024-07-12,254.75,258.0,250.0,255.25,80943
2024-07-16,256.0,258.5,250.75,255.0,85413
2024-07-17,255.0,258.0,249.8000030517578,256.0,58610
2024-07-18,265.25,267.75,254.5,255.0,180215
2024-07-19,257.25,264.0,253.25,259.5,147248
2024-07-22,258.0,261.75,251.0,257.5,112019
2024-07-23,255.0,260.25,255.0,258.0,59519
2024-07-24,258.75,263.0,254.0,255.0,84409
2024-07-25,255.5,263.75,255.0,259.0,64775
2024-07-26,255.75,259.0,252.5,254.5,60438
2024-07-29,243.5,256.0,243.0,255.75,82000
2024-07-30,244.0,249.5,242.3000030517578,245.8000030517578,79130
2024-07-31,237.8000030517578,242.6999969482422,237.0,242.0,73741
2024-08-01,244.0,246.60000610351562,238.1999969482422,238.1999969482422,67194
2024-08-02,242.0,249.8000030517578,238.1999969482422,244.8000030517578,59793
2024-08-05,221.10000610351562,230.8000030517578,218.39999389648438,219.89999389648438,91273
2024-08-06,225.89999389648438,230.89999389648438,222.60000610351562,226.10000610351562,54055
2024-08-07,229.3000030517578,234.0,221.5,226.89999389648438,62450
2024-08-08,235.89999389648438,244.6999969482422,225.1999969482422,225.1999969482422,168996
2024-08-09,223.39999389648438,236.89999389648438,223.10000610351562,236.0,101917
2024-08-12,216.39999389648438,227.39999389648438,216.39999389648438,225.10000610351562,69747
2024-08-13,218.3000030517578,224.0,215.1999969482422,218.0,77124
2024-08-14,218.1999969482422,223.6999969482422,218.1999969482422,219.0,41280
2024-08-15,222.3000030517578,222.5,213.0,218.1999969482422,49087
2024-08-16,219.60000610351562,224.10000610351562,219.0,223.0,36017
2024-08-19,224.8000030517578,225.10000610351562,216.60000610351562,223.5,45432
2024-08-20,224.5,226.1999969482422,221.0,224.8000030517578,41448
2024-08-21,221.0,227.89999389648438,220.1999969482422,224.3000030517578,42598
2024-08-22,220.3000030517578,227.1999969482422,220.3000030517578,221.0,74344
2024-08-23,214.10000610351562,221.8000030517578,214.10000610351562,220.1999969482422,44134
2024-08-26,204.6999969482422,219.0,204.6999969482422,215.5,81755
2024-08-27,225.10000610351562,225.10000610351562,205.39999389648438,205.8000030517578,196870
2024-08-28,247.60000610351562,247.60000610351562,221.10000610351562,228.6999969482422,512174
2024-08-29,234.0,272.25,233.89999389648438,260.0,579273
2024-09-02,257.25,257.25,236.10000610351562,236.10000610351562,184831
2024-09-03,261.0,279.5,256.0,257.75,476073
2024-09-04,265.5,278.0,251.0,259.5,265455
2024-09-05,250.5,269.0,248.89999389648438,266.0,196868
2024-09-06,253.0,268.25,246.5,250.5,281899
2024-09-09,247.1999969482422,259.5,247.0,253.0,86206
2024-09-10,245.5,252.75,243.10000610351562,252.75,90380
2024-09-11,235.3000030517578,248.5,233.3000030517578,245.5,105005
2024-09-12,231.60000610351562,253.0,226.10000610351562,237.0,219657
2024-09-13,232.3000030517578,233.60000610351562,227.60000610351562,232.10000610351562,81648
2024-09-16,228.0,238.5,227.6999969482422,232.0,79534
2024-09-17,233.5,238.5,228.0,228.0,122616
2024-09-18,233.0,235.10000610351562,229.10000610351562,233.5,52722
2024-09-19,232.0,238.0,228.89999389648438,233.0,91784
2024-09-20,226.39999389648438,233.3000030517578,223.39999389648438,232.0,67880
2024-09-23,221.6999969482422,227.1999969482422,221.6999969482422,226.3000030517578,52542
2024-09-24,221.0,230.8000030517578,219.0,223.89999389648438,96564
2024-09-25,216.39999389648438,224.3000030517578,215.8000030517578,224.1999969482422,60754
2024-09-26,220.5,220.5,214.60000610351562,216.39999389648438,46652
2024-09-27,222.60000610351562,225.0,218.39999389648438,220.5,75476
2024-09-30,222.5,235.5,217.5,217.5,144127
